1.0000000e+01	5.0022100e-20
1.0023100e+01	4.9563500e-20
1.0046200e+01	4.9109000e-20
1.0069300e+01	4.8658700e-20
1.0092600e+01	4.8212500e-20
1.0115800e+01	4.7770500e-20
1.0139200e+01	4.7332400e-20
1.0162500e+01	4.6898400e-20
1.0186000e+01	4.6468400e-20
1.0209500e+01	4.6042300e-20
1.0233000e+01	4.5620200e-20
1.0256600e+01	4.5201900e-20
1.0280300e+01	4.4787400e-20
1.0304000e+01	4.4376800e-20
1.0327700e+01	4.3969900e-20
1.0351500e+01	4.3566700e-20
1.0375400e+01	4.3167200e-20
1.0399300e+01	4.2771400e-20
1.0423300e+01	4.2379300e-20
1.0447400e+01	4.1990700e-20
1.0471400e+01	4.1605700e-20
1.0495600e+01	4.1224200e-20
1.0519800e+01	4.0846200e-20
1.0544100e+01	4.0471700e-20
1.0568400e+01	4.0100600e-20
1.0592700e+01	3.9732900e-20
1.0617200e+01	3.9368600e-20
1.0641700e+01	3.9007700e-20
1.0666200e+01	3.8650000e-20
1.0690800e+01	3.8295600e-20
1.0715400e+01	3.7944500e-20
1.0740100e+01	3.7596600e-20
1.0764900e+01	3.7251900e-20
1.0789700e+01	3.6910400e-20
1.0814600e+01	3.6571900e-20
1.0839600e+01	3.6236600e-20
1.0864600e+01	3.5904400e-20
1.0889600e+01	3.5575200e-20
1.0914700e+01	3.5249000e-20
1.0939900e+01	3.4925800e-20
1.0965100e+01	3.4605600e-20
1.0990400e+01	3.4288300e-20
1.1015700e+01	3.3974000e-20
1.1041200e+01	3.3662500e-20
1.1066600e+01	3.3353800e-20
1.1092100e+01	3.3048000e-20
1.1117700e+01	3.2745000e-20
1.1143300e+01	3.2444800e-20
1.1169000e+01	3.2147400e-20
1.1194800e+01	3.1852600e-20
1.1220600e+01	3.1560600e-20
1.1246500e+01	3.1271200e-20
1.1272400e+01	3.0984500e-20
1.1298400e+01	3.0700500e-20
1.1324500e+01	3.0419000e-20
1.1350600e+01	3.0140100e-20
1.1376800e+01	2.9863800e-20
1.1403000e+01	2.9590000e-20
1.1429300e+01	2.9318700e-20
1.1455600e+01	2.9049900e-20
1.1482100e+01	2.8783600e-20
1.1508500e+01	2.8519700e-20
1.1535100e+01	2.8258200e-20
1.1561700e+01	2.7999200e-20
1.1588300e+01	2.7742500e-20
1.1615100e+01	2.7488200e-20
1.1641800e+01	2.7236100e-20
1.1668700e+01	2.6986500e-20
1.1695600e+01	2.6739100e-20
1.1722600e+01	2.6493900e-20
1.1749600e+01	2.6251000e-20
1.1776700e+01	2.6010400e-20
1.1803900e+01	2.5771900e-20
1.1831100e+01	2.5535700e-20
1.1858400e+01	2.5301600e-20
1.1885700e+01	2.5069600e-20
1.1913100e+01	2.4839800e-20
1.1940600e+01	2.4612100e-20
1.1968100e+01	2.4386400e-20
1.1995700e+01	2.4162900e-20
1.2023400e+01	2.3941400e-20
1.2051100e+01	2.3721900e-20
1.2078900e+01	2.3504400e-20
1.2106800e+01	2.3289000e-20
1.2134700e+01	2.3075500e-20
1.2162700e+01	2.2863900e-20
1.2190700e+01	2.2654300e-20
1.2218800e+01	2.2446700e-20
1.2247000e+01	2.2240900e-20
1.2275200e+01	2.2037000e-20
1.2303500e+01	2.1835000e-20
1.2331900e+01	2.1634800e-20
1.2360300e+01	2.1436500e-20
1.2388800e+01	2.1240000e-20
1.2417400e+01	2.1045300e-20
1.2446100e+01	2.0852400e-20
1.2474800e+01	2.0661300e-20
1.2503500e+01	2.0471900e-20
1.2532400e+01	2.0284200e-20
1.2561300e+01	2.0098300e-20
1.2590200e+01	1.9914000e-20
1.2619300e+01	1.9731500e-20
1.2648400e+01	1.9550600e-20
1.2677500e+01	1.9371400e-20
1.2706800e+01	1.9193900e-20
1.2736100e+01	1.9017900e-20
1.2765400e+01	1.8843600e-20
1.2794900e+01	1.8670900e-20
1.2824400e+01	1.8499700e-20
1.2853900e+01	1.8330200e-20
1.2883600e+01	1.8162200e-20
1.2913300e+01	1.7995700e-20
1.2943100e+01	1.7830700e-20
1.2972900e+01	1.7667300e-20
1.3002800e+01	1.7505400e-20
1.3032800e+01	1.7344900e-20
1.3062900e+01	1.7185900e-20
1.3093000e+01	1.7028400e-20
1.3123200e+01	1.6872300e-20
1.3153400e+01	1.6717700e-20
1.3183800e+01	1.6564500e-20
1.3214200e+01	1.6412600e-20
1.3244700e+01	1.6262200e-20
1.3275200e+01	1.6113200e-20
1.3305800e+01	1.5965500e-20
1.3336500e+01	1.5819200e-20
1.3367200e+01	1.5674200e-20
1.3398100e+01	1.5530500e-20
1.3429000e+01	1.5388200e-20
1.3459900e+01	1.5247100e-20
1.3491000e+01	1.5107400e-20
1.3522100e+01	1.4968900e-20
1.3553300e+01	1.4831800e-20
1.3584500e+01	1.4695800e-20
1.3615800e+01	1.4561100e-20
1.3647200e+01	1.4427700e-20
1.3678700e+01	1.4295500e-20
1.3710300e+01	1.4164500e-20
1.3741900e+01	1.4034700e-20
1.3773600e+01	1.3906000e-20
1.3805300e+01	1.3778600e-20
1.3837200e+01	1.3652300e-20
1.3869100e+01	1.3527200e-20
1.3901100e+01	1.3403200e-20
1.3933100e+01	1.3280400e-20
1.3965200e+01	1.3158700e-20
1.3997400e+01	1.3038100e-20
1.4029700e+01	1.2918700e-20
1.4062100e+01	1.2800300e-20
1.4094500e+01	1.2683000e-20
1.4127000e+01	1.2566800e-20
1.4159600e+01	1.2451600e-20
1.4192200e+01	1.2337500e-20
1.4225000e+01	1.2224400e-20
1.4257800e+01	1.2112400e-20
1.4290600e+01	1.2001400e-20
1.4323600e+01	1.1891500e-20
1.4356600e+01	1.1782500e-20
1.4389700e+01	1.1674500e-20
1.4422900e+01	1.1567600e-20
1.4456200e+01	1.1461600e-20
1.4489500e+01	1.1356600e-20
1.4522900e+01	1.1252500e-20
1.4556400e+01	1.1149400e-20
1.4590000e+01	1.1047300e-20
1.4623600e+01	1.0946000e-20
1.4657300e+01	1.0845700e-20
1.4691100e+01	1.0746400e-20
1.4725000e+01	1.0647900e-20
1.4759000e+01	1.0550400e-20
1.4793000e+01	1.0453700e-20
1.4827100e+01	1.0357900e-20
1.4861300e+01	1.0263000e-20
